,airconditioning_exception,airconditioning_financial_score,airconditioning_qualification,airconditioning_rank,airconditioning_technical_score,airconditioning_total_score,asphalt_exception,asphalt_financial_score,asphalt_qualification,asphalt_rank,asphalt_technical_score,asphalt_total_score,bridge_exception,bridge_financial_score,bridge_qualification,bridge_rank,bridge_technical_score,bridge_total_score,bridgemaintenance_exception,bridgemaintenance_financial_score,bridgemaintenance_qualification,bridgemaintenance_rank,bridgemaintenance_score,bridgemaintenance_technical_score,builiding_exception,builiding_financial_score,builiding_qualification,builiding_rank,builiding_technical_score,builiding_total_score,cement_exception,cement_financial_score,cement_qualification,cement_rank,cement_technical_score,cement_total_score,ceo_name,civilengineering_exception,civilengineering_financial_score,civilengineering_qualification,civilengineering_rank,civilengineering_technical_score,civilengineering_total_score,communication_exception,communication_financial_score,communication_qualification,communication_rank,communication_technical_score,communication_total_score,date,dredging_exception,dredging_financial_score,dredging_qualification,dredging_rank,dredging_technical_score,dredging_total_score,electricity_exception,electricity_financial_score,electricity_qualification,electricity_rank,electricity_technical_score,electricity_total_score,firm_address,firm_id,firm_name,grout_exception,grout_financial_score,grout_qualification,grout_rank,grout_technical_score,grout_total_score,landscaping_exception,landscaping_financial_score,landscaping_qualification,landscaping_rank,landscaping_technical_score,landscaping_total_score,machinery_exception,machinery_financial_score,machinery_qualification,machinery_rank,machinery_technical_score,machinery_total_score,maintenance_exception,maintenance_financial_score,maintenance_qualification,maintenance_rank,maintenance_technical_score,maintenance_total_score,painting_exception,painting_financial_score,painting_qualification,painting_rank,painting_technical_score,painting_total_score,prefab_exception,prefab_financial_score,prefab_qualification,prefab_rank,prefab_technical_score,prefab_total_score,prestressed_exception,prestressed_financial_score,prestressed_qualification,prestressed_rank,prestressed_technical_score,prestressed_total_score,slope_exception,slope_financial_score,slope_qualification,slope_rank,slope_technical_score,slope_total_score,stakeout_exception,stakeout_financial_score,stakeout_qualification,stakeout_rank,stakeout_technical_score,stakeout_total_score,substation_exception,substation_financial_score,substation_qualification,substation_rank,substation_technical_score,substation_total_score,well_exception,well_financial_score,well_qualification,well_rank,well_technical_score,well_total_score,woodenbuiliding_exception,woodenbuiliding_financial_score,woodenbuiliding_qualification,woodenbuiliding_rank,woodenbuiliding_technical_score,woodenbuiliding_total_score
695,,,,,,, ,1029,B,  37,1173,2202, ,773,○, 519,0,773,,,,,,, ,773,C, 299,1001,1774, ,892,○, 263,0,892,権田　まゆみ, ,1025,C, 709,885,1910,,,,,,,20211215, ,724,○, 369,0,724,,,,,,,愛知県新城市庭野字東植田３８－１,7180301023989,（株）ごんだ,,,,,,,,,,,,,,,,,,, ,892,○,1367,0,892, ,724,○, 755,0,724, ,724,○, 511,0,724, ,840,○, 441,0,840, ,885,○, 705,0,885,,,,,,,,,,,,,,,,,,, ,773,○, 682,0,773
696, ,798,C, 670,0,798, ,848,C, 543,0,848, ,778,○, 504,0,778, ,865,○, 598,865,0, ,893,D, 559,0,893, ,799,○, 536,0,799,近藤　和司, ,1012,C, 879,798,1810,,,,,,,20211215, ,729,○, 343,0,729,,,,,,,福井県大飯郡おおい町尾内３２－１１－１,7210001014153,（株）こんどう, ,865,○, 391,0,865,,,,,,, ,729,○, 747,0,729, ,865,○,1499,0,865, ,770,○, 575,0,770, ,793,○, 376,0,793,,,,,,, ,865,○, 757,0,865, ,778,○, 360,0,778,,,,,,,,,,,,,,,,,,
697,,,,,,, ,577,C,1442,0,577, ,491,○, 894,0,491, ,618,○, 966,618,0, ,521,D,1517,0,521, ,575,○,1114,0,575,尾崎　貴士, ,749,C, 899,1049,1798,,,,,,,20211215,,,,,,,,,,,,,山梨県南巨摩郡身延町梅平６４５,9090001015113,（株）ＫＯＮＤＯ,,,,,,,,,,,,,,,,,,, ,692,○,2530,0,692,,,,,,,,,,,,,,,,,,, ,618,○,1449,0,618,,,,,,,,,,,,,,,,,,, ,500,○,1055,0,500
698, ,780,C, 740,0,780, ,1153,B,  34,1058,2211, ,915,○, 299,0,915, ,1111,○, 159,1111,0, ,1308,B,  70,1126,2434, ,1001,○, 135,0,1001,近藤　純子,-40,1270,C,  特,1442,2712,,,,,,,20211215, ,765,○, 261,0,765,,,,,,,愛知県刈谷市一里山町伐払１２３,2180301013953,（株）近藤組, ,1040,○, 142,0,1040, ,765,B, 354,0,765,,,,,,, ,1191,○, 174,990,2181, ,765,○, 587,0,765, ,1033,○, 110,0,1033, ,974,○, 188,0,974, ,1067,○, 419,0,1067, ,915,○, 149,0,915,,,,,,,,,,,,, ,1164,○,  96,0,1164
699,,,,,,, ,798,C, 235,584,1382,,,,,,,,,,,,, ,768,C, 329,970,1738, ,741,○, 751,0,741,近藤　延彦, ,882,C, 488,1205,2087,,,,,,,20211215,,,,,,,,,,,,,岐阜県海津市平田町今尾９４１,4200001015543,近藤建設（株）,,,,,,,,,,,,,,,,,,, ,768,○, 445,1124,1892,,,,,,,,,,,,,,,,,,, ,768,○,1145,0,768,,,,,,,,,,,,,,,,,,, ,697,○, 900,0,697
700, ,659,C,1258,0,659, ,647,C,1320,0,647,,,,,,,,,,,,, ,864,C, 406,754,1618, ,647,○,1034,0,647,近藤　隆男, ,894,C, 508,1179,2073,,,,,,,20211215, ,647,○, 630,0,647,,,,,,,三重県伊勢市上地町３６０４－１,7190001007218,（株）近藤建設, ,768,○, 577,0,768, ,647,B, 838,0,647,,,,,,, ,768,○, 781,784,1552, ,653,○,1131,0,653, ,750,○, 462,0,750, ,730,○, 799,0,730, ,768,○,1147,0,768,,,,,,,,,,,,,,,,,,, ,750,○, 767,0,750
701,,,,,,, ,745,C, 216,681,1426,,,,,,, ,767,○, 828,767,0, ,750,D,1066,0,750, ,705,○, 890,0,705,吉村　嘉隆, ,866,C,1106,809,1675,,,,,,,20211215,,,,,,,,,,,,,岐阜県恵那市中野方町２３８５－１,2200001023705,（株）近藤工務店, ,767,○, 578,0,767,,,,,,,,,,,,, ,767,○,2141,0,767, ,681,○,1016,0,681, ,714,○, 531,0,714, ,734,○, 787,0,734, ,775,○,1120,0,775,,,,,,,,,,,,,,,,,,, ,714,○, 866,0,714
702, ,671,C,1233,0,671, ,774,C, 780,0,774, ,692,○, 747,0,692, ,806,○, 761,806,0, ,728,D,1165,0,728, ,767,○, 663,0,767,近藤　正臣, ,936,C, 941,839,1775, ,671,○, 849,0,671,20211215, ,671,○, 579,0,671,,,,,,,愛知県豊田市四郷町天道９２－１,5180301018256,近藤商事土木（株）, ,806,○, 524,0,806,,,,,,, ,671,○, 928,0,671, ,823,○,1761,0,823, ,671,○,1068,0,671,,,,,,, ,765,○, 712,0,765, ,806,○,1020,0,806, ,692,○, 597,0,692,,,,,,,,,,,,, ,725,○, 831,0,725
703,,,,,,, ,862,C, 499,0,862,,,,,,,,,,,,, ,674,D,1344,0,674, ,793,○, 567,0,793,前川　和俊, ,918,C, 800,943,1861,,,,,,,20211215, ,674,○, 567,0,674,,,,,,,三重県北牟婁郡紀北町東長島１８８,8190001004528,（株）前川組,,,,,,, ,674,B, 769,0,674,,,,,,, ,804,○,1908,0,804, ,674,○,1051,0,674,,,,,,, ,773,○, 686,0,773, ,804,○,1025,0,804, ,674,○, 632,0,674,,,,,,,,,,,,, ,674,○, 953,0,674
704, ,1145,B, 109,767,1912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,絹笠　淳, ,1008,C,1262,562,1570,,,,,,,20211215,,,,,,, ,874,C, 422,0,874,埼玉県川口市仲町５－１１,1030001082736,（株）前澤エンジニアリングサービス,,,,,,,,,,,,, ,1207,○,  80,956,2163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,,,,,,, ,677,C,1216,0,677,,,,,,, ,786,○, 799,786,0, ,711,D,1230,0,711,,,,,,,前田　哲, ,913,C, 628,1057,1970,,,,,,,20211215,,,,,,,,,,,,,三重県伊勢市宇治浦田３－１７－３４,7190001006987,（株）前田組, ,786,○, 552,0,786,,,,,,,,,,,,, ,786,○,2026,0,786, ,653,○,1134,0,653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706, ,718,C,1000,0,718, ,962,B, 138,950,1912, ,735,○, 625,0,735,,,,,,, ,990,C, 234,891,1881, ,869,○, 310,0,869,前田　良治, ,1084,C, 615,897,1981, ,718,○, 707,0,718,20211215,,,,,,,,,,,,,福井県三方上中郡若狭町能登野３５－２６－１,9210001010951,（株）前田産業, ,909,○, 290,0,909, ,718,B, 558,0,718, ,718,○, 782,0,718, ,909,○, 386,1040,1949,,,,,,, ,851,○, 282,0,851, ,854,○, 390,0,854, ,909,○, 275,654,1563, ,735,○, 472,0,735,,,,,,,,,,,,, ,873,○, 394,0,873
707,,,,,,, ,1954,A,   2,1777,3731,,,,,,,-01,1476,○,  25,1476,0,,,,,,, ,1670,○,   1,1460,3130,今泉　保彦, ,1747,C, 114,751,2498,,,,,,,20211215,,,,,,,,,,,,,東京都品川区大崎１－１１－３,6010701009184,前田道路（株）,,,,,,, ,1324,B,   3,0,1324,,,,,,, ,1476,○,  14,1330,2806, ,1398,○, 176,0,1398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,,,,,,, ,870,C, 120,702,1572,,,,,,,,,,,,,,,,,,,,,,,,,前田　守廣, ,948,C,1001,794,1742,,,,,,,20211215,,,,,,,,,,,,,岐阜県郡上市白鳥町那留１５０２－４０９,6200001026530,（株）前田土木,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,,,,,,, ,838,C, 570,0,838,,,,,,,,,,,,, ,922,C, 319,823,1745,,,,,,,牧田　和樹, ,904,C,1377,545,1449,,,,,,,20211215,,,,,,,,,,,,,富山県射水市庄西町１丁目１８番３３号,1230001012549,（株）牧田組,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,,,,,,, ,743,C, 922,0,743,,,,,,,,,,,,, ,848,D, 704,0,848, ,769,○, 653,0,769,牧野　通也, ,902,C, 925,884,1786,,,,,,,20211215,,,,,,,,,,,,,静岡県菊川市小出５１,1080401014961,（株）牧野組, ,797,○, 534,0,797,,,,,,,,,,,,, ,797,○, 458,1089,1886,,,,,,, ,757,○, 448,0,757,,,,,,, ,797,○,1047,0,797,,,,,,,,,,,,,,,,,,, ,757,○, 742,0,757
711, ,721,C, 988,0,721, ,889,B, 144,1012,1901,,,,,,, ,886,○, 532,886,0, ,724,D,1185,0,724, ,796,○, 552,0,796,高矢　勝臣, ,1032,C, 343,1200,2232,,,,,,,20211215, ,719,○, 390,0,719,,,,,,,愛知県犬山市大字五郎丸字柿崎２５－１,5180001080911,勝建設（株）,,,,,,, ,719,B, 555,0,719,,,,,,, ,886,○, 395,1055,1941,,,,,,,,,,,,,,,,,,, ,886,○, 698,0,886,,,,,,,,,,,,,,,,,,,,,,,,
712, ,731,C, 942,0,731, ,784,C, 739,0,784,,,,,,,,,,,,, ,932,C, 326,808,1740,,,,,,,増田　慎平, ,954,C, 914,836,1790,,,,,,,20211215,,,,,,,,,,,,,静岡県御前崎市新野８６８－２,8080401015103,（株）増田組,,,,,,,,,,,,,,,,,,, ,844,○,1618,0,844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,,,,,,,,,,,,,,,,,,,,,,,,, ,905,D, 529,0,905,,,,,,,増田　和巳, ,855,C,1217,750,1605,,,,,,,20211215,,,,,,,,,,,,,静岡県御前崎市白羽５２５６－２,6080401015071,（株）増田建設,,,,,,,,,,,,,,,,,,, ,766,○,2151,0,766, ,689,○, 980,0,689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,814,○, 568,0,814
714, ,853,C, 503,0,853,,,,,,,,,,,,,,,,,,,,,,,,, ,730,○, 791,0,730,増田　幸二, ,958,C, 919,831,1789,,,,,,,20211215,,,,,,,,,,,,,京都府京丹後市峰山町荒山８４３－１,5130001042965,（株）増田工務店,,,,,,,,,,,,,,,,,,, ,930,○,1257,0,930,,,,,,,,,,,,,,,,,,, ,909,○, 613,0,909,,,,,,,,,,,,,,,,,,,,,,,,
715, ,986,C, 222,0,986, ,868,C, 490,0,868, ,1127,○, 171,0,1127, ,1127,○, 139,1127,0, ,1731,A,  33,1346,3077, ,868,○, 313,0,868,松井　隆弘, ,1299,C, 214,1071,2370,,,,,,,20211215, ,868,○, 156,0,868, ,956,C, 266,0,956,東京都中央区新川１－１７－２２,7010001034956,松井建設（株）, ,1127,○,  99,0,1127, ,868,B, 149,0,868,,,,,,, ,1127,○,1038,0,1127, ,868,○, 375,0,868, ,1269,○,  40,0,1269, ,1127,○,  97,0,1127, ,1127,○, 391,0,1127, ,1127,○,  63,0,1127,,,,,,,,,,,,, ,1374,○,  37,0,1374
716, ,756,B, 239,892,1648, ,809,C, 654,0,809, ,776,○, 513,0,776, ,846,○, 649,846,0, ,1005,C, 150,992,1997, ,789,○, 587,0,789,加藤　栄志, ,983,C, 823,861,1844,,,,,,,20211215,,,,,,,,,,,,,愛知県新城市城北１－１－５,2180301024083,松井建拓（株）,,,,,,, ,688,B, 709,0,688,,,,,,, ,846,○,1605,0,846, ,695,○, 946,0,695, ,837,○, 301,0,837, ,801,○, 590,0,801, ,846,○, 209,839,1685,,,,,,,,,,,,,,,,,,, ,889,○, 360,0,889
717,,,,,,, ,805,C, 669,0,805, ,780,○, 498,0,780,,,,,,, ,780,D, 949,0,780, ,791,○, 577,0,791,松浦　孝彦, ,1051,C, 292,1237,2288,,,,,,,20211215, ,712,○, 422,0,712,,,,,,,愛知県春日井市鳥居松町４－３２,2180001074957,（株）松浦組,,,,,,, ,742,B, 431,0,742,,,,,,, ,891,○,1373,0,891, ,712,○, 832,0,712,,,,,,, ,841,○, 439,0,841, ,891,○, 671,0,891,,,,,,,,,,,,,,,,,,, ,780,○, 659,0,780
718, ,790,C, 704,0,790, ,1121,B,   8,1210,2331, ,1013,○, 221,0,1013, ,1086,○, 181,1086,0,-31,1245,C,  特,1183,2428, ,1002,○, 131,0,1002,平塚　智朗, ,1201,C,   1,1498,2699, ,911,○, 410,0,911,20211215, ,775,○, 240,0,775,,,,,,,島根県松江市学園南２－３－５,1280001000697,松江土建（株）, ,1013,○, 156,0,1013, ,775,B, 313,0,775, ,956,○, 199,663,1619, ,1137,○,  82,1256,2393, ,855,○, 391,0,855, ,1054,○,  99,0,1054, ,1013,○, 148,0,1013, ,1150,○,   8,1361,2511, ,1013,○,  92,0,1013,,,,,,,,,,,,, ,1152,○, 104,0,1152
719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中川　悟, ,896,C, 721,1009,1905,,,,,,,20211215,,,,,,,,,,,,,和歌山県新宮市熊野川西町１５３－１,8170002011566,（有）松岡組,,,,,,,,,,,,,,,,,,, ,795,○,1973,0,795,,,,,,,,,,,,,,,,,,, ,841,○, 851,0,841,,,,,,,,,,,,,,,,,,,,,,,,
720,,,,,,,-18,1064,B,  特,1374,2438,,,,,,,,,,,,, ,956,D, 392,0,956, ,937,○, 187,0,937,松岡　伸年, ,1138,C, 116,1360,2498,,,,,,,20211215, ,751,○, 282,0,751,,,,,,,三重県三重郡川越町大字亀崎新田５１－１,3190001016255,松岡建設（株）, ,964,○, 194,0,964,,,,,,,,,,,,, ,964,○, 125,1303,2267,,,,,,, ,856,○, 273,0,856,,,,,,, ,964,○, 509,0,964, ,768,○, 387,0,768,,,,,,,,,,,,, ,856,○, 442,0,856
721,,,,,,, ,1073,C, 287,0,1073, ,1077,○, 182,0,1077, ,1077,○, 190,1077,0, ,1482,B,  27,1181,2663, ,1002,○, 133,0,1002,松尾　文明, ,1281,C, 150,1165,2446,,,,,,,20211215, ,853,○, 168,0,853,,,,,,,神奈川県横浜市鶴見区鶴見中央４－３８－３５,6020001018835,（株）松尾工務店, ,1077,○, 119,0,1077,,,,,,,,,,,,, ,1077,○,1076,0,1077,,,,,,, ,1160,○,  63,0,1160, ,1077,○, 118,0,1077, ,1073,○, 417,0,1073, ,1077,○,  73,0,1077,,,,,,,,,,,,, ,1160,○, 100,0,1160
722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,藤本　和久, ,937,C, 746,953,1890,,,,,,,20211215,,,,,,,,,,,,,石川県白山市小上町３９－１,6220001009434,（株）松建,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,,,,,,, ,699,C,1126,0,699, ,792,○, 475,0,792, ,801,○, 771,801,0,,,,,,,,,,,,,松崎　将司, ,908,C,1242,676,1584,,,,,,,20211215,,,,,,,,,,,,,三重県伊賀市下阿波２６９７番地の１,9190001008676,（株）マツザキ, ,801,○, 528,0,801,,,,,,,,,,,,, ,801,○,1933,0,801,,,,,,,,,,,,,,,,,,, ,851,○, 805,0,851, ,792,○, 334,0,792,,,,,,,,,,,,,,,,,,
724, ,751,C, 852,0,751, ,940,B, 283,768,1708, ,751,○, 591,0,751, ,961,○, 344,961,0, ,878,D, 609,0,878, ,890,○, 266,0,890,松崎　里志, ,1164,C,   7,1514,2678, ,751,○, 621,0,751,20211215, ,751,○, 284,0,751,,,,,,,茨城県潮来市牛堀１７１－１,9050001021593,松崎建設（株）, ,961,○, 202,0,961,,,,,,, ,751,○, 685,0,751, ,961,○, 160,1239,2200, ,751,○, 635,0,751, ,851,○, 281,0,851, ,898,○, 279,0,898, ,961,○, 517,0,961, ,751,○, 437,0,751,,,,,,,,,,,,, ,851,○, 460,0,851
725,,,,,,,,,,,,,,,,,,,,,,,,, ,1384,B,  55,1130,2514,,,,,,,松下　和正, ,1066,C, 701,847,1913,,,,,,,20211215,,,,,,,,,,,,,東京都文京区本郷１－３４－４,4010001007320,（株）松下産業,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,,,,,,, ,839,C, 133,712,1551,,,,,,,,,,,,, ,936,C, 261,903,1839, ,776,○, 627,0,776,松田　欣也, ,923,C,1169,714,1637,,,,,,,20211215,,,,,,,,,,,,,岐阜県下呂市三原２５,1200001025909,松田建設（株）,,,,,,,,,,,,,,,,,,, ,814,○,1836,0,814,,,,,,, ,815,○, 335,0,815, ,769,○, 700,0,769, ,808,○,1016,0,808,,,,,,,,,,,,,,,,,,, ,905,○, 319,0,905
727, ,732,C, 938,0,732, ,921,B, 197,896,1817, ,781,○, 495,0,781, ,892,○, 505,892,0, ,786,D, 932,0,786, ,857,○, 344,0,857,岡本　徹, ,1032,C, 499,1046,2078, ,732,○, 675,0,732,20211215, ,841,○, 178,0,841,,,,,,,福井県福井市浜住町８－１,5210001007423,（株）松田（幸）組, ,892,○, 326,0,892,,,,,,, ,732,○, 736,0,732, ,892,○,1368,0,892,,,,,,, ,786,○, 389,0,786, ,847,○, 417,0,847, ,892,○, 667,0,892, ,781,○, 353,0,781,,,,,,,,,,,,, ,832,○, 511,0,832
728,,,,,,, ,876,B, 198,941,1817, ,850,○, 381,0,850,,,,,,, ,1122,D, 149,0,1122, ,819,○, 467,0,819,井上　清利, ,1073,C, 113,1426,2499,,,,,,,20211215,,,,,,,,,,,,,奈良県宇陀市榛原福地６１０－１,2150001009932,松塚建設（株）,,,,,,,,,,,,,,,,,,, ,917,○,1295,0,917,,,,,,,,,,,,, ,867,○, 351,0,867, ,917,○,  47,1179,2096,,,,,,,,,,,,,,,,,,,,,,,,
729,,,,,,,,,,,,,,,,,,,,,,,,, ,912,C, 112,1148,2060,,,,,,,中村　正, ,920,C, 869,895,1815,,,,,,,20211215,,,,,,,,,,,,,長野県須坂市墨坂南三丁目１０番８号,7100001005733,マツナガ建設（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730, ,707,C,1070,0,707, ,956,B, 155,925,1881,,,,,,, ,909,○, 467,909,0, ,818,D, 816,0,818, ,881,○, 286,0,881,松野　守男, ,1083,C,  50,1502,2585,,,,,,,20211215,,,,,,,,,,,,,岐阜県瑞穂市穂積１３３０番地,8200001010136,（株）松野組, ,909,○, 291,0,909,,,,,,,,,,,,, ,909,○, 353,1075,1984,,,,,,, ,749,○, 463,0,749, ,855,○, 387,0,855, ,909,○, 616,0,909, ,710,○, 550,0,710,,,,,,,,,,,,, ,749,○, 768,0,749
731, ,649,C,1278,0,649,,,,,,,,,,,,,,,,,,, ,796,D, 896,0,796,,,,,,,松原　重充, ,896,C, 482,1194,2090,,,,,,,20211215,,,,,,,,,,,,,和歌山県新宮市浮島５－２８,9170001011582,（株）松原組,,,,,,,,,,,,,,,,,,, ,849,○, 844,635,1484, ,668,○,1079,0,668,,,,,,,,,,,,, ,845,○, 299,645,1490,,,,,,,,,,,,,,,,,,, ,778,○, 668,0,778
732,,,,,,, ,883,C, 452,0,883, ,960,○, 248,0,960,,,,,,,,,,,,,,,,,,,佐川　克豊, ,1165,C, 208,1209,2374,,,,,,,20211215, ,966,○, 109,0,966,,,,,,,茨城県稲敷市西代２８５２,5040001007093,松原建設（株）,,,,,,,,,,,,,,,,,,, ,1020,○, 295,1023,2043,,,,,,,,,,,,,,,,,,, ,1004,○, 461,0,1004, ,960,○, 122,0,960,,,,,,,,,,,,,,,,,,
733, ,1001,C, 206,0,1001, ,1048,C, 303,0,1048,,,,,,,,,,,,, ,1612,C, 408,0,1612, ,1047,○, 112,0,1047,村上　修, ,1347,C, 127,1133,2480,,,,,,,20211215, ,898,○, 138,0,898, ,1028,C, 168,0,1028,大阪府大阪市北区天満１－３－２１,7120001059694,（株）松村組,,,,,,, ,988,B,  62,0,988,,,,,,, ,1125,○, 435,778,1903, ,999,○, 272,0,999,,,,,,, ,1058,○, 124,0,1058, ,1125,○, 392,0,1125, ,1000,○,  96,0,1000,,,,,,,,,,,,, ,1236,○,  69,0,1236
734,,,,,,, ,752,C, 886,0,752,,,,,,,,,,,,, ,935,D, 440,0,935,,,,,,,松村　弘, ,927,C,1288,611,1538,,,,,,,20211215,,,,,,,,,,,,,静岡県磐田市見付３６７７－１,1080401016009,松村建設（株）,,,,,,,,,,,,,,,,,,, ,797,○,1958,0,797, ,787,○, 532,0,787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,,,,,,, ,881,C, 458,0,881,,,,,,,,,,,,,,,,,,,,,,,,,松本　和廣, ,997,C, 325,1258,2255,,,,,,,20211215,,,,,,,,,,,,,愛知県一宮市末広１－１４－９,2180001083792,（株）松本組,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,,,,,,, ,701,C,1118,0,701, ,866,○, 349,0,866, ,912,○, 462,912,0,,,,,,,,,,,,,松本　誠一, ,1101,C, 135,1371,2472,,,,,,,20211215, ,701,○, 472,0,701,,,,,,,富山県砺波市千保２９７,9230001008416,松本建設（株）,,,,,,, ,701,B, 653,0,701,,,,,,, ,936,○, 825,571,1507,,,,,,,,,,,,, ,866,○, 357,0,866, ,980,○, 242,638,1618, ,866,○, 200,0,866,,,,,,,,,,,,,,,,,,
737,-21,927,C,  特,1033,1960, ,1036,B,  28,1195,2231,,,,,,, ,1064,○, 203,1064,0,-38,1181,C,  特,1153,2334,,,,,,,大池　太士, ,1145,C,  47,1445,2590,,,,,,,20211215,,,,,,,,,,,,,長野県松本市島立６３５－１,4100001014101,松本土建（株）, ,963,○, 198,0,963, ,964,A,  45,990,1954,,,,,,, ,1086,○, 230,1023,2109, ,817,○, 147,686,1503, ,964,○, 144,0,964, ,902,○, 274,0,902, ,1035,○,  64,1000,2035, ,849,○, 225,0,849,,,,,,,,,,,,, ,1039,○, 163,0,1039
738, ,1009,C, 198,0,1009, ,1019,C, 316,0,1019, ,1041,○, 198,0,1041, ,1198,○, 104,1198,0, ,1466,B,  24,1203,2669, ,1001,○, 134,0,1001,馬淵　圭雄, ,1296,C,   6,1385,2681,,,,,,,20211215,,,,,,,,,,,,,神奈川県横浜市南区花之木町２－２６,2020001013765,馬淵建設（株）, ,1080,○, 116,0,1080,,,,,,,,,,,,, ,1080,○,  77,1324,2404,,,,,,, ,1137,○,  73,0,1137, ,1041,○, 133,0,1041, ,1080,○, 411,0,1080, ,1041,○,  83,0,1041,,,,,,,,,,,,, ,1137,○, 111,0,1137
739,,,,,,, ,679,C,1207,0,679, ,652,○, 822,0,652,,,,,,,,,,,,, ,674,○, 975,0,674,土岐　正典, ,830,C,1226,767,1597,,,,,,,20211215,,,,,,,,,,,,,岐阜県多治見市池田町１－４８,9200001021009,丸栄工業（株）, ,736,○, 617,0,736,,,,,,,,,,,,, ,736,○,2322,0,736,,,,,,,,,,,,, ,702,○, 854,0,702, ,736,○,1258,0,736, ,652,○, 668,0,652,,,,,,,,,,,,,,,,,,
740,,,,,,, ,832,C, 589,0,832, ,680,○, 767,0,680, ,837,○, 678,837,0, ,790,D, 918,0,790,,,,,,,坂井　敏郎, ,991,C, 618,987,1978,,,,,,,20211215,,,,,,,,,,,,,新潟県見附市本町４－２－１２,4110001025072,丸勝建設（株）,,,,,,, ,697,B, 667,0,697, ,718,○, 780,0,718, ,837,○, 894,559,1396, ,665,○,1095,0,665,,,,,,, ,870,○, 334,0,870, ,846,○, 828,0,846,,,,,,,,,,,,,,,,,,,,,,,,
741,,,,,,, ,955,B, 232,813,1768, ,718,○, 673,0,718, ,927,○, 422,927,0, ,1073,C,  47,1080,2153, ,890,○, 265,0,890,竹上　景太, ,1109,C, 123,1373,2482,,,,,,,20211215, ,716,○, 400,0,716,,,,,,,三重県松阪市高町４５０－１,1190001010516,丸亀産業（株）, ,927,○, 255,0,927,,,,,,,,,,,,, ,927,○, 194,1218,2145,,,,,,, ,882,○, 237,0,882, ,869,○, 342,0,869, ,927,○, 573,0,927, ,718,○, 533,0,718,,,,,,,,,,,,, ,882,○, 376,0,882
742, ,750,C, 855,0,750, ,708,C,1094,0,708,,,,,,,,,,,,,,,,,,,,,,,,,村松　章典, ,902,C,1166,740,1642,,,,,,,20211215,,,,,,,,,,,,,静岡県藤枝市緑町１－７－７,4080001016777,（株）丸川組,,,,,,, ,704,B, 640,0,704,,,,,,, ,811,○,1854,0,811,,,,,,,,,,,,,,,,,,, ,793,○,1064,0,793,,,,,,,,,,,,,,,,,,,,,,,,
743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,茂川　雅裕, ,909,C,1120,756,1665,,,,,,,20211215,,,,,,,,,,,,,静岡県島田市川根町家山５４８－５,1080001013488,マルキ建設（株）,,,,,,,,,,,,,,,,,,, ,803,○,1915,0,803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,菊池　康剛, ,950,C, 937,827,1777,,,,,,,20211215,,,,,,,,,,,,,長野県南佐久郡川上村大字大深山１２１８,9100001008271,丸共建設（株）,,,,,,,,,,,,,,,,,,, ,908,○,1320,0,908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,,,,,,, ,749,C, 896,0,749,,,,,,, ,718,○, 904,718,0, ,655,D,1399,0,655,,,,,,,宇野　公夫, ,792,C,1316,723,1515,,,,,,,20211215,,,,,,,,,,,,,岐阜県瑞穂市穂積２２３７番地１,5200001010139,丸謹建設（株）,,,,,,, ,655,B, 824,0,655,,,,,,, ,718,○,2424,0,718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
